,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
0,0.0,0.0,0.0,0.0,0.9801986733067554,0.0,0.0,0.9704455335485083,0.0,0.8025187979624788,0.8693582353988054,0.8693582353988059,0.0,0.0,0.0,0.0,0.0,0.9900498337491681,0.0,0.8958341352965283,0.826959133943362,0.9139311852712281,0.0,0.8025187979624784,0.0,0.0,0.9048374180359595,0.9801986733067551,0.9801986733067551,0.0,0.0,0.8607079764250574,0.0,0.0,0.8105842459701874,0.869358235398806,0.8436648165963835,0.9417645335842489,0.0,0.9801986733067553,0.9704455335485083,0.0,0.0,0.8105842459701871,0.0,0.0,0.8780954309205613,0.0,0.9139311852712281,0.951229424500714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.9139311852712281,0.8958341352965278,0.0,0.0,0.0,0.8352702114112721,0.0,0.9704455335485082,0.0,0.810584245970187,0.9801986733067553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.951229424500714,0.7788007830714049,0.0,0.778800783071405,0.8869204367171574,0.9417645335842485,0.0,0.0,0.0,0.9801986733067553,0.9139311852712282,0.0,0.0,0.0,0.8105842459701874,0.0,0.0,0.0,0.0,0.0,0.9801986733067553,0.0,0.8780954309205609,0.0,0.9048374180359597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.9139311852712281,0.0,0.9417645335842486,0.0,0.0,0.9323938199059483,0.8436648165963839,0.8269591339433623,0.9048374180359595,0.0,0.869358235398806,0.9323938199059483,0.7788007830714047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8025187979624785,0.0,0.0,0.0,0.9139311852712282,0.8958341352965282,0.0,0.0,0.0,0.9139311852712281,0.9048374180359596,0.0,0.8025187979624785,0.8780954309205613,0.7866278610665538,0.8269591339433625,0.0,0.9139311852712283,0.0,0.0,0.9323938199059483,0.0,0.9801986733067553,0.0,0.8958341352965284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.8958341352965278,0.9417645335842486,0.0,0.0,0.0,0.8958341352965283,0.7788007830714048,0.9139311852712284,0.9048374180359592,0.0,0.8693582353988059,0.9323938199059482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352702114112718,0.0,0.0,0.0,0.970445533548508,0.9512294245007139,0.0,0.0,0.0,0.9139311852712277,0.0,0.0,0.0,0.9139311852712284,0.0,0.0,0.0,0.9139311852712284,0.0,0.0,0.9323938199059482,0.0,0.9801986733067553,0.0,0.810584245970187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.9801986733067554,0.0,0.0,0.0,0.0,0.0,0.8105842459701869,0.9512294245007139,0.0,0.0,0.8352702114112718,0.8869204367171574,0.0,0.0,0.0,0.0,0.0,0.9704455335485083,0.0,0.9323938199059484,0.0,0.9323938199059483,0.0,0.0,0.0,0.0,0.8869204367171574,0.9417645335842486,0.9231163463866356,0.0,0.0,0.7788007830714045,0.0,0.0,0.0,0.8187307530779819,0.0,0.9801986733067554,0.0,0.9417645335842487,0.9704455335485082,0.0,0.0,0.8105842459701871,0.0,0.0,0.9139311852712283,0.0,0.8958341352965283,0.9139311852712281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8869204367171576,0.0,0.0,0.0,0.0,0.0,0.8521437889662115,0.0,0.8958341352965283,0.8607079764250575,0.0,0.8436648165963834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8105842459701871,0.7945336025033339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8693582353988054,0.0,0.8607079764250575,0.0,0.8780954309205613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.9323938199059483,0.8958341352965283,0.8105842459701869,0.0,0.0,0.8352702114112718,0.0,0.7945336025033337,0.0,0.9139311852712281,0.7866278610665535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8105842459701871,0.0,0.0,0.0,0.8105842459701869,0.0,0.0,0.9048374180359595,0.835270211411272,0.0,0.0,0.0,0.8187307530779816,0.7788007830714048,0.0,0.8436648165963833,0.8025187979624788,0.0,0.8352702114112718,0.0,0.90483741803596,0.0,0.0,0.8187307530779818,0.0,0.9512294245007141,0.0,0.8352702114112718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.9704455335485083,0.8352702114112721,0.8436648165963839,0.7788007830714048,0.9512294245007139,0.0,0.8352702114112718,0.0,0.0,0.8958341352965284,0.7788007830714045,0.9512294245007139,0.8025187979624785,0.0,0.0,0.0,0.0,0.9607894391523233,0.0,0.8352702114112721,0.8187307530779816,0.8693582353988057,0.0,0.8607079764250579,0.8187307530779818,0.8436648165963837,0.951229424500714,0.9512294245007139,0.9512294245007139,0.869358235398806,0.8693582353988059,0.8187307530779816,0.0,0.0,0.9048374180359597,0.8780954309205614,0.0,0.9323938199059482,0.0,0.9900498337491681,0.9417645335842487,0.0,0.0,0.835270211411272,0.0,0.8025187979624785,0.8352702114112721,0.810584245970187,0.835270211411272,0.9801986733067553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.8269591339433623,0.9139311852712284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352702114112723,0.8869204367171575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8025187979624784,0.7866278610665536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9801986733067554,0.0,0.0,0.0,0.9048374180359594,0.0,0.0,0.8352702114112723,0.0,0.8780954309205614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,0.8025187979624788,0.9704455335485082,0.9048374180359595,0.9048374180359592,0.0,0.0,0.7945336025033337,0.8958341352965284,0.0,0.0,0.0,0.8869204367171575,0.970445533548508,0.0,0.0,0.0,0.0,0.7788007830714051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9607894391523233,0.8187307530779819,0.0,0.818730753077982,0.9323938199059482,0.970445533548508,0.0,0.0,0.0,0.9900498337491681,0.8869204367171575,0.0,0.0,0.0,0.8693582353988062,0.778800783071405,0.0,0.0,0.0,0.0,0.932393819905948,0.0,0.8869204367171571,0.0,0.9323938199059484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
